"Rank"	"CCDS_ID"	"GENE_NAME"	"CHR"	"DESCRIPTION"	"N_SPECIES"	"PVAL"	"QVAL"	"FST"	"dNdS_REF"
"7774"	"CCDS2877.1"	"C3orf63"	"chr3"	"chromosome 3 open reading frame 63"	"5"	1	0.987	0.183	0	NA
"7775"	"CCDS12521.1"	"LGALS4"	"chr19"	"\lectin, galactoside-binding, soluble, 4\"	"7"	1	0.987	0.0362	0	NA
"7776"	"CCDS12916.1"	"PPP1R12C"	"chr19"	"\protein phosphatase 1, regulatory (inhibitor) subunit 12C\"	"3"	1	0.987	0.0516	0	NA
"7777"	"CCDS4187.1"	"NEUROG1"	"chr5"	"neurogenin 1"	"4"	1	0.987	0.0959	0	NA
"7778"	"CCDS4564.1"	"SLC17A4"	"chr6"	"\solute carrier family 17 (sodium phosphate), member 4\"	"4"	1	0.987	0.102	0	NA
"7779"	"CCDS31841.1"	"TMEM194A"	"chr12"	"transmembrane protein 194A"	"7"	1	0.987	0.0174	0	NA
"7780"	"CCDS9500.1"	"FGF14"	"chr13"	"fibroblast growth factor 14"	"7"	1	0.987	0	0	NA
"7781"	"CCDS42645.1"	"FAM110C"	"chr2"	"\family with sequence similarity 110, member C\"	"4"	1	0.987	0	0	NA
"7782"	"CCDS34210.1"	"DCP2"	"chr5"	"DCP2 decapping enzyme homolog (S. cerevisiae)"	"7"	1	0.987	0.12	0	NA
"7783"	"CCDS8769.1"	"CACNB3"	"chr12"	"\calcium channel, voltage-dependent, beta 3 subunit\"	"7"	1	0.987	0	0	NA
"7784"	"CCDS2138.1"	"BIN1"	"chr2"	"bridging integrator 1"	"7"	1	0.987	0.0126	0	NA
"7785"	"CCDS4821.1"	"KCTD20"	"chr6"	"potassium channel tetramerisation domain containing 20"	"7"	1	0.987	0.427	0	NA
"7786"	"CCDS14212.1"	"PDK3"	"chrX"	"\pyruvate dehydrogenase kinase, isozyme 3\"	"7"	1	0.987	NA	0	NA
"7787"	"CCDS11078.1"	"MED31"	"chr17"	"mediator complex subunit 31"	"7"	1	0.987	0	0	NA
"7788"	"CCDS5152.2"	"MOXD1"	"chr6"	"\monooxygenase, DBH-like 1\"	"7"	1	0.987	0	0	NA
"7789"	"CCDS8261.1"	"NARS2"	"chr11"	"\asparaginyl-tRNA synthetase 2, mitochondrial (putative)\"	"7"	1	0.987	0	0	NA
"7790"	"CCDS34897.1"	"TOX"	"chr8"	"thymocyte selection-associated high mobility group box"	"7"	1	0.987	0	0	NA
"7791"	"CCDS946.1"	"ANP32E"	"chr1"	"\acidic (leucine-rich) nuclear phosphoprotein 32 family, member E\"	"7"	1	0.987	0.204	0	NA
"7792"	"CCDS7910.1"	"TSPAN18"	"chr11"	"tetraspanin 18"	"7"	1	0.987	0.0535	0	NA
"7793"	"CCDS13596.1"	"KRTAP19-3"	"chr21"	"keratin associated protein 19-3"	"5"	1	0.987	0.193	0	NA
"7794"	"CCDS10991.2"	"DBNDD1"	"chr16"	"dysbindin (dystrobrevin binding protein 1) domain containing 1"	"3"	1	0.987	0.0458	0	NA
"7795"	"CCDS43892.1"	"USP20"	"chr9"	"ubiquitin specific peptidase 20"	"4"	1	0.987	0	0	NA
"7796"	"CCDS6163.1"	"RPS20"	"chr8"	"ribosomal protein S20"	"6"	1	0.987	0.257	0	NA
"7797"	"CCDS2583.1"	"TADA3L"	"chr3"	"\transcriptional adaptor 3 (NGG1 homolog, yeast)-like\"	"7"	1	0.987	0	0	NA
"7798"	"CCDS4980.1"	"EEF1A1"	"chr6"	"eukaryotic translation elongation factor 1 alpha 1"	"6"	1	0.987	0.0343	0	NA
"7799"	"CCDS42525.1"	"CRTC1"	"chr19"	"CREB regulated transcription coactivator 1"	"7"	1	0.987	0	0	NA
"7800"	"CCDS7900.1"	"COMMD9"	"chr11"	"COMM domain containing 9"	"7"	1	0.987	0	0	NA
"7801"	"CCDS9692.1"	"KLHDC1"	"chr14"	"kelch domain containing 1"	"6"	1	0.987	0.103	0	NA
"7802"	"CCDS1411.1"	"TNNI1"	"chr1"	"\troponin I type 1 (skeletal, slow)\"	"6"	1	0.987	0.117	0	NA
"7803"	"CCDS41997.1"	"PPP1R13B"	"chr14"	"\protein phosphatase 1, regulatory (inhibitor) subunit 13B\"	"4"	1	0.987	0.00783	0	NA
"7804"	"CCDS7400.1"	"CH25H"	"chr10"	"cholesterol 25-hydroxylase"	"7"	1	0.987	0	0	NA
"7805"	"CCDS1706.1"	"FKBP1B"	"chr2"	"\FK506 binding protein 1B, 12.6 kDa\"	"7"	1	0.987	0	0	NA
"7806"	"CCDS42242.1"	"C17orf87"	"chr17"	"chromosome 17 open reading frame 87"	"4"	1	0.987	0.088	0	NA
"7807"	"CCDS2163.1"	"GPR148"	"chr2"	"G protein-coupled receptor 148"	"6"	1	0.987	0.0119	0	NA
"7808"	"CCDS13339.1"	"YWHAB"	"chr20"	"\tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide\"	"6"	1	0.987	0.0813	0	NA
"7809"	"CCDS10643.1"	"ATP2A1"	"chr16"	"\ATPase, Ca++ transporting, cardiac muscle, fast twitch 1\"	"7"	1	0.987	0.0794	0	NA
"7810"	"CCDS11114.1"	"CD68"	"chr17"	"CD68 molecule"	"5"	1	0.987	0.118	0	NA
"7811"	"CCDS918.1"	"ITGA10"	"chr1"	"\integrin, alpha 10\"	"7"	1	0.987	0.104	0	NA
"7812"	"CCDS9715.1"	"BMP4"	"chr14"	"bone morphogenetic protein 4"	"7"	1	0.987	0.391	0	NA
"7813"	"CCDS3457.1"	"N4BP2"	"chr4"	"NEDD4 binding protein 2"	"4"	1	0.987	0	0	NA
"7814"	"CCDS34887.1"	"GOLGA7"	"chr8"	"\golgi autoantigen, golgin subfamily a, 7\"	"7"	1	0.987	NA	0	NA
"7815"	"CCDS10008.1"	"TUBGCP5"	"chr15"	"\tubulin, gamma complex associated protein 5\"	"6"	1	0.987	0.0412	0	NA
"7816"	"CCDS34288.1"	"TLX3"	"chr5"	"T-cell leukemia homeobox 3"	"4"	1	0.987	0	0	NA
"7817"	"CCDS4836.1"	"ZFAND3"	"chr6"	"\zinc finger, AN1-type domain 3\"	"7"	1	0.987	NA	0	NA
"7818"	"CCDS34910.1"	"TCEB1"	"chr8"	"\transcription elongation factor B (SIII), polypeptide 1 (15kDa, elongin C)\"	"6"	1	0.987	0.379	0	NA
"7819"	"CCDS10899.1"	"CALB2"	"chr16"	"calbindin 2"	"7"	1	0.987	0.213	0	NA
"7820"	"CCDS2865.1"	"ITIH4"	"chr3"	"inter-alpha (globulin) inhibitor H4 (plasma Kallikrein-sensitive glycoprotein)"	"6"	1	0.987	0.182	0	NA
"7821"	"CCDS31885.1"	"PMCH"	"chr12"	"pro-melanin-concentrating hormone"	"5"	1	0.987	0	0	NA
"7822"	"CCDS43738.1"	"UBE2V2"	"chr8"	"ubiquitin-conjugating enzyme E2 variant 2"	"4"	1	0.987	0	0	NA
"7823"	"CCDS34548.1"	"SAMD5"	"chr6"	"sterile alpha motif domain containing 5"	"4"	1	0.987	NA	0	NA
"7824"	"CCDS32604.1"	"BLMH"	"chr17"	"bleomycin hydrolase"	"7"	1	0.987	0	0	NA
"7825"	"CCDS31447.1"	"ANO3"	"chr11"	"anoctamin 3"	"7"	1	0.987	0	0	NA
"7826"	"CCDS32207.1"	"CAPN3"	"chr15"	"\calpain 3, (p94)\"	"7"	1	0.987	0.16	0	NA
"7827"	"CCDS4532.1"	"CD83"	"chr6"	"CD83 molecule"	"5"	1	0.987	0.00305	0	NA
"7828"	"CCDS6141.1"	"FLJ23356"	"chr8"	"hypothetical protein FLJ23356"	"7"	1	0.987	0.0535	0	NA
"7829"	"CCDS14021.1"	"XRCC6"	"chr22"	"X-ray repair complementing defective repair in Chinese hamster cells 6"	"6"	1	0.987	0.133	0	NA
"7830"	"CCDS5799.1"	"LRRC4"	"chr7"	"leucine rich repeat containing 4"	"7"	1	0.987	0	0	NA
"7831"	"CCDS11779.1"	"C17orf56"	"chr17"	"chromosome 17 open reading frame 56"	"5"	1	0.987	0.0679	0	NA
"7832"	"CCDS6242.1"	"WWP1"	"chr8"	"WW domain containing E3 ubiquitin protein ligase 1"	"7"	1	0.987	0.0199	0	NA
"7833"	"CCDS11544.1"	"B4GALNT2"	"chr17"	"\beta-1,4-N-acetyl-galactosaminyl transferase 2\"	"3"	1	0.987	0	0	NA
"7834"	"CCDS12501.1"	"ZNF383"	"chr19"	"zinc finger protein 383"	"4"	1	0.987	0.0438	0	NA
"7835"	"CCDS42815.1"	"IGFBP2"	"chr2"	"\insulin-like growth factor binding protein 2, 36kDa\"	"4"	1	0.987	0.133	0	NA
"7836"	"CCDS5522.1"	"PSPH"	"chr7"	"phosphoserine phosphatase"	"4"	1	0.987	0	0	NA
"7837"	"CCDS14002.1"	"SGSM3"	"chr22"	"small G protein signaling modulator 3"	"7"	1	0.987	0.269	0	NA
"7838"	"CCDS3425.1"	"LCORL"	"chr4"	"ligand dependent nuclear receptor corepressor-like"	"5"	1	0.987	0	0	NA
"7839"	"CCDS1048.1"	"C1orf77"	"chr1"	"chromosome 1 open reading frame 77"	"7"	1	0.987	0.457	0	NA
"7840"	"CCDS5136.1"	"RNF146"	"chr6"	"ring finger protein 146"	"7"	1	0.987	0	0	NA
"7841"	"CCDS2879.1"	"SPATA12"	"chr3"	"spermatogenesis associated 12"	"4"	1	0.987	0	0	NA
"7842"	"CCDS6734.1"	"TRIM14"	"chr9"	"tripartite motif-containing 14"	"6"	1	0.987	0.0486	0	NA
"7843"	"CCDS2073.1"	"ST6GAL2"	"chr2"	"\ST6 beta-galactosamide alpha-2,6-sialyltranferase 2\"	"4"	1	0.987	0.0181	0	NA
"7844"	"CCDS12218.1"	"FBXL12"	"chr19"	"F-box and leucine-rich repeat protein 12"	"7"	1	0.987	0.104	0	NA
"7845"	"CCDS7077.1"	"RBM17"	"chr10"	"RNA binding motif protein 17"	"7"	1	0.987	0.0949	0	NA
"7846"	"CCDS12483.1"	"LRFN3"	"chr19"	"leucine rich repeat and fibronectin type III domain containing 3"	"5"	1	0.987	0.217	0	NA
"7847"	"CCDS12509.1"	"PPP1R14A"	"chr19"	"\protein phosphatase 1, regulatory (inhibitor) subunit 14A\"	"4"	1	0.987	0	0	NA
"7848"	"CCDS13842.1"	"PITPNB"	"chr22"	"\phosphatidylinositol transfer protein, beta\"	"7"	1	0.987	0.0656	0	NA
"7849"	"CCDS661.1"	"NEGR1"	"chr1"	"neuronal growth regulator 1"	"7"	1	0.987	NA	0	NA
"7850"	"CCDS9694.1"	"SDCCAG1"	"chr14"	"serologically defined colon cancer antigen 1"	"5"	1	0.987	0.0401	0	NA
"7851"	"CCDS5077.1"	"C6orf199"	"chr6"	"chromosome 6 open reading frame 199"	"4"	1	0.987	0	0	NA
"7852"	"CCDS3558.1"	"RASSF6"	"chr4"	"Ras association (RalGDS/AF-6) domain family member 6"	"5"	1	0.987	0	0	NA
"7853"	"CCDS42787.1"	"DFNB59"	"chr2"	"\deafness, autosomal recessive 59\"	"4"	1	0.987	0.0758	0	NA
"7854"	"CCDS3506.1"	"SRP72"	"chr4"	"signal recognition particle 72kDa"	"7"	1	0.987	0.00228	0	NA
"7855"	"CCDS13259.1"	"SPAG4"	"chr20"	"sperm associated antigen 4"	"7"	1	0.987	0	0	NA
"7856"	"CCDS9789.1"	"RAD51L1"	"chr14"	"RAD51-like 1 (S. cerevisiae)"	"7"	1	0.987	0.152	0	NA
"7857"	"CCDS33603.1"	"PI4KA"	"chr22"	"\phosphatidylinositol 4-kinase, catalytic, alpha\"	"3"	1	0.987	0	0	NA
"7858"	"CCDS12210.1"	"ZNF317"	"chr19"	"zinc finger protein 317"	"6"	1	0.987	0.017	0	NA
"7859"	"CCDS2401.1"	"TMEM169"	"chr2"	"transmembrane protein 169"	"6"	1	0.987	0.125	0	NA
"7860"	"CCDS2454.1"	"FARSB"	"chr2"	"\phenylalanyl-tRNA synthetase, beta subunit\"	"7"	1	0.987	0	0	NA
"7861"	"CCDS10032.1"	"C15orf24"	"chr15"	"chromosome 15 open reading frame 24"	"7"	1	0.987	0.111	0	NA
"7862"	"CCDS7341.1"	"VCL"	"chr10"	"vinculin"	"7"	1	0.987	0.183	0	NA
"7863"	"CCDS5398.1"	"CBX3"	"chr7"	"\chromobox homolog 3 (HP1 gamma homolog, Drosophila)\"	"6"	1	0.987	0.213	0	NA
"7864"	"CCDS32348.1"	"LUC7L"	"chr16"	"LUC7-like (S. cerevisiae)"	"7"	1	0.987	0.073	0	NA
"7865"	"CCDS8628.1"	"MAGOHB"	"chr12"	"mago-nashi homolog B (Drosophila)"	"5"	1	0.987	0.312	0	NA
"7866"	"CCDS14225.1"	"GK"	"chrX"	"glycerol kinase"	"5"	1	0.987	NA	0	NA
"7867"	"CCDS2922.1"	"EPHA3"	"chr3"	"EPH receptor A3"	"7"	1	0.987	0	0	NA
"7868"	"CCDS324.1"	"TRNAU1AP"	"chr1"	"tRNA selenocysteine 1 associated protein 1"	"7"	1	0.987	0	0	NA
"7869"	"CCDS2642.1"	"RARB"	"chr3"	"\retinoic acid receptor, beta\"	"7"	1	0.987	0.0535	0	NA
"7870"	"CCDS3217.1"	"FNDC3B"	"chr3"	"fibronectin type III domain containing 3B"	"7"	1	0.987	0.0581	0	NA
"7871"	"CCDS923.1"	"CD160"	"chr1"	"CD160 molecule"	"7"	1	0.987	0	0	NA
"7872"	"CCDS10149.1"	"GNB5"	"chr15"	"\guanine nucleotide binding protein (G protein), beta 5\"	"7"	1	0.987	0.307	0	NA
"7873"	"CCDS8941.2"	"ARHGAP9"	"chr12"	"Rho GTPase activating protein 9"	"7"	1	0.987	0.126	0	NA
"7874"	"CCDS14136.1"	"WWC3"	"chrX"	"WWC family member 3"	"7"	1	0.987	NA	0	NA
"7875"	"CCDS31944.1"	"IFT88"	"chr13"	"intraflagellar transport 88 homolog (Chlamydomonas)"	"4"	1	0.987	0.0994	0	NA
"7876"	"CCDS1273.1"	"XCL2"	"chr1"	"chemokine (C motif) ligand 2"	"3"	1	0.987	NA	0	NA
"7877"	"CCDS10910.1"	"PSMD7"	"chr16"	"\proteasome (prosome, macropain) 26S subunit, non-ATPase, 7\"	"7"	1	0.987	0	0	NA
"7878"	"CCDS5688.1"	"GAL3ST4"	"chr7"	"galactose-3-O-sulfotransferase 4"	"7"	1	0.987	0	0	NA
"7879"	"CCDS4994.1"	"BCKDHB"	"chr6"	"\branched chain keto acid dehydrogenase E1, beta polypeptide\"	"7"	1	0.987	0	0	NA
"7880"	"CCDS30959.1"	"CFHR2"	"chr1"	"complement factor H-related 2"	"3"	1	0.987	0.0843	0	NA
"7881"	"CCDS34169.1"	"RNF180"	"chr5"	"ring finger protein 180"	"5"	1	0.987	0	0	NA
"7882"	"CCDS13928.1"	"TXN2"	"chr22"	"thioredoxin 2"	"4"	1	0.987	0.115	0	NA
"7883"	"CCDS31295.1"	"TIAL1"	"chr10"	"TIA1 cytotoxic granule-associated RNA binding protein-like 1"	"6"	1	0.987	0.0081	0	NA
"7884"	"CCDS2377.1"	"CCNYL1"	"chr2"	"cyclin Y-like 1"	"6"	1	0.987	0.0054	0	NA
"7885"	"CCDS4315.1"	"SLC36A2"	"chr5"	"\solute carrier family 36 (proton/amino acid symporter), member 2\"	"7"	1	0.987	0.117	0	NA
"7886"	"CCDS12772.1"	"NOSIP"	"chr19"	"nitric oxide synthase interacting protein"	"7"	1	0.987	0	0	NA
"7887"	"CCDS9821.1"	"ZNF410"	"chr14"	"zinc finger protein 410"	"7"	1	0.987	0.186	0	NA
"7888"	"CCDS43314.1"	"ISL1"	"chr5"	"ISL LIM homeobox 1"	"3"	1	0.987	0.122	0	NA
"7889"	"CCDS10300.1"	"WDR61"	"chr15"	"WD repeat domain 61"	"7"	1	0.987	0.0763	0	NA
"7890"	"CCDS34309.1"	"HNRNPAB"	"chr5"	"heterogeneous nuclear ribonucleoprotein A/B"	"6"	1	0.987	0.048	0	NA
"7891"	"CCDS5053.1"	"PREP"	"chr6"	"prolyl endopeptidase"	"7"	1	0.987	0.589	0	NA
"7892"	"CCDS9318.1"	"WASF3"	"chr13"	"\WAS protein family, member 3\"	"5"	1	0.987	0.046	0	NA
"7893"	"CCDS35315.1"	"ARHGEF9"	"chrX"	"Cdc42 guanine nucleotide exchange factor (GEF) 9"	"7"	1	0.987	NA	0	NA
"7894"	"CCDS3045.1"	"ABTB1"	"chr3"	"ankyrin repeat and BTB (POZ) domain containing 1"	"6"	1	0.987	0.0509	0	NA
"7895"	"CCDS14315.2"	"TFE3"	"chrX"	"transcription factor binding to IGHM enhancer 3"	"5"	1	0.987	NA	0	NA
"7896"	"CCDS11471.1"	"MPP2"	"chr17"	"\membrane protein, palmitoylated 2 (MAGUK p55 subfamily member 2)\"	"4"	1	0.987	0.0217	0	NA
"7897"	"CCDS35498.1"	"SLC8A3"	"chr14"	"\solute carrier family 8 (sodium/calcium exchanger), member 3\"	"7"	1	0.987	0.0184	0	NA
"7898"	"CCDS3347.1"	"SPON2"	"chr4"	"\spondin 2, extracellular matrix protein\"	"3"	1	0.987	0.111	0	NA
"7899"	"CCDS10308.1"	"CTSH"	"chr15"	"cathepsin H"	"7"	1	0.987	0.124	0	NA
"7900"	"CCDS10169.1"	"RNF111"	"chr15"	"ring finger protein 111"	"7"	1	0.987	0.275	0	NA
"7901"	"CCDS1259.1"	"POU2F1"	"chr1"	"POU class 2 homeobox 1"	"6"	1	0.987	0	0	NA
"7902"	"CCDS8818.1"	"NR4A1"	"chr12"	"\nuclear receptor subfamily 4, group A, member 1\"	"7"	1	0.987	0.176	0	NA
"7903"	"CCDS7269.1"	"CTNNA3"	"chr10"	"\catenin (cadherin-associated protein), alpha 3\"	"7"	1	0.987	0.0535	0	NA
"7904"	"CCDS9261.1"	"DHX37"	"chr12"	"DEAH (Asp-Glu-Ala-His) box polypeptide 37"	"7"	1	0.987	0.0598	0	NA
"7905"	"CCDS14082.1"	"CRELD2"	"chr22"	"cysteine-rich with EGF-like domains 2"	"7"	1	0.987	0.229	0	NA
"7906"	"CCDS11792.1"	"SIRT7"	"chr17"	"sirtuin (silent mating type information regulation 2 homolog) 7 (S. cerevisiae)"	"4"	1	0.987	0.167	0	NA
"7907"	"CCDS33677.1"	"ZBED4"	"chr22"	"\zinc finger, BED-type containing 4\"	"6"	1	0.987	0.229	0	NA
"7908"	"CCDS8958.1"	"TSFM"	"chr12"	"\Ts translation elongation factor, mitochondrial\"	"6"	1	0.987	0.0199	0	NA
"7909"	"CCDS41488.1"	"CUGBP2"	"chr10"	"\CUG triplet repeat, RNA binding protein 2\"	"4"	1	0.987	0	0	NA
"7910"	"CCDS1682.1"	"LPIN1"	"chr2"	"lipin 1"	"7"	1	0.987	0.106	0	NA
"7911"	"CCDS3619.1"	"HSD17B11"	"chr4"	"hydroxysteroid (17-beta) dehydrogenase 11"	"7"	1	0.987	0.0885	0	NA
"7912"	"CCDS33164.1"	"EIF2B4"	"chr2"	"\eukaryotic translation initiation factor 2B, subunit 4 delta, 67kDa\"	"7"	1	0.987	0	0	NA
"7913"	"CCDS8107.1"	"MAP3K11"	"chr11"	"mitogen-activated protein kinase kinase kinase 11"	"6"	1	0.987	0.0785	0	NA
"7914"	"CCDS13701.1"	"CSTB"	"chr21"	"cystatin B (stefin B)"	"6"	1	0.987	0.00259	0	NA
"7915"	"CCDS42502.1"	"ZNF627"	"chr19"	"zinc finger protein 627"	"3"	1	0.987	0.155	0	NA
"7916"	"CCDS14200.1"	"SMPX"	"chrX"	"\small muscle protein, X-linked\"	"6"	1	0.987	NA	0	NA
"7917"	"CCDS3605.2"	"FAM175A"	"chr4"	"\family with sequence similarity 175, member A\"	"4"	1	0.987	0	0	NA
"7918"	"CCDS33667.1"	"WNT7B"	"chr22"	"\wingless-type MMTV integration site family, member 7B\"	"7"	1	0.987	0.0308	0	NA
"7919"	"CCDS9015.1"	"CSRP2"	"chr12"	"cysteine and glycine-rich protein 2"	"7"	1	0.987	0	0	NA
"7920"	"CCDS9136.1"	"GLTP"	"chr12"	"glycolipid transfer protein"	"6"	1	0.987	0.0929	0	NA
"7921"	"CCDS12112.1"	"RAX2"	"chr19"	"retina and anterior neural fold homeobox 2"	"4"	1	0.987	0.229	0	NA
"7922"	"CCDS2732.1"	"CCR9"	"chr3"	"chemokine (C-C motif) receptor 9"	"7"	1	0.987	0.145	0	NA
"7923"	"CCDS41288.1"	"UBXN11"	"chr1"	"UBX domain protein 11"	"4"	1	0.987	0.0286	0	NA
"7924"	"CCDS5476.1"	"AEBP1"	"chr7"	"AE binding protein 1"	"5"	1	0.987	0	0	NA
"7925"	"CCDS987.1"	"SCNM1"	"chr1"	"sodium channel modifier 1"	"7"	1	0.987	0.0352	0	NA
"7926"	"CCDS10626.1"	"AQP8"	"chr16"	"aquaporin 8"	"7"	1	0.987	0.139	0	NA
"7927"	"CCDS4116.1"	"PGGT1B"	"chr5"	"\protein geranylgeranyltransferase type I, beta subunit\"	"7"	1	0.987	0.0535	0	NA
"7928"	"CCDS11936.1"	"SMAD7"	"chr18"	"SMAD family member 7"	"4"	1	0.987	0.003	0	NA
"7929"	"CCDS8536.1"	"KCNA5"	"chr12"	"\potassium voltage-gated channel, shaker-related subfamily, member 5\"	"7"	1	0.987	0.0367	0	NA
"7930"	"CCDS6151.1"	"NPBWR1"	"chr8"	"neuropeptides B/W receptor 1"	"7"	1	0.987	0	0	NA
"7931"	"CCDS12385.1"	"COMP"	"chr19"	"cartilage oligomeric matrix protein"	"6"	1	0.987	0	0	NA
"7932"	"CCDS7069.1"	"CALML3"	"chr10"	"calmodulin-like 3"	"6"	1	0.987	0	0	NA
"7933"	"CCDS43229.1"	"LRRC66"	"chr4"	"leucine rich repeat containing 66"	"3"	1	0.987	0.0384	0	NA
"7934"	"CCDS9838.1"	"ACYP1"	"chr14"	"\acylphosphatase 1, erythrocyte (common) type\"	"7"	1	0.987	0.0102	0	NA
"7935"	"CCDS10871.1"	"HAS3"	"chr16"	"hyaluronan synthase 3"	"7"	1	0.987	0	0	NA
"7936"	"CCDS11786.1"	"SLC25A10"	"chr17"	"\solute carrier family 25 (mitochondrial carrier; dicarboxylate transporter), member 10\"	"7"	1	0.987	0	0	NA
"7937"	"CCDS33051.1"	"VASP"	"chr19"	"vasodilator-stimulated phosphoprotein"	"6"	1	0.987	0.023	0	NA
"7938"	"CCDS11163.1"	"MYOCD"	"chr17"	"myocardin"	"5"	1	0.987	0.0176	0	NA
"7939"	"CCDS13202.1"	"C20orf112"	"chr20"	"chromosome 20 open reading frame 112"	"7"	1	0.987	0.0535	0	NA
"7940"	"CCDS2411.1"	"PNKD"	"chr2"	"paroxysmal nonkinesigenic dyskinesia"	"6"	1	0.987	0.0673	0	NA
"7941"	"CCDS42147.1"	"YPEL3"	"chr16"	"yippee-like 3 (Drosophila)"	"4"	1	0.987	0.0606	0	NA
"7942"	"CCDS3152.1"	"SIAH2"	"chr3"	"seven in absentia homolog 2 (Drosophila)"	"7"	1	0.987	0.0505	0	NA
"7943"	"CCDS503.1"	"IPO13"	"chr1"	"importin 13"	"6"	1	0.987	0.0926	0	NA
"7944"	"CCDS7392.1"	"ACTA2"	"chr10"	"\actin, alpha 2, smooth muscle, aorta\"	"7"	1	0.987	0	0	NA
"7945"	"CCDS5474.1"	"UBE2D4"	"chr7"	"ubiquitin-conjugating enzyme E2D 4 (putative)"	"7"	1	0.987	NA	0	NA
"7946"	"CCDS35329.1"	"ERCC6L"	"chrX"	"\excision repair cross-complementing rodent repair deficiency, complementation group 6-like\"	"3"	1	0.987	NA	0	NA
"7947"	"CCDS9100.1"	"SLC41A2"	"chr12"	"\solute carrier family 41, member 2\"	"7"	1	0.987	0	0	NA
"7948"	"CCDS8007.1"	"C11orf79"	"chr11"	"chromosome 11 open reading frame 79"	"7"	1	0.987	0.358	0	NA
"7949"	"CCDS5755.2"	"ZNF277"	"chr7"	"zinc finger protein 277"	"6"	1	0.987	0.0535	0	NA
"7950"	"CCDS4593.1"	"HIST1H4E"	"chr6"	"\histone cluster 1, H4e\"	"7"	1	0.987	0.0259	0	NA
"7951"	"CCDS33929.1"	"TCTEX1D2"	"chr3"	"Tctex1 domain containing 2"	"7"	1	0.987	0	0	NA
"7952"	"CCDS12237.1"	"CDC37"	"chr19"	"cell division cycle 37 homolog (S. cerevisiae)"	"7"	1	0.987	0.198	0	NA
"7953"	"CCDS30715.1"	"ZCCHC11"	"chr1"	"\zinc finger, CCHC domain containing 11\"	"5"	1	0.987	0.0737	0	NA
"7954"	"CCDS4551.1"	"KAAG1"	"chr6"	"kidney associated antigen 1"	"6"	1	0.987	0	0	NA
"7955"	"CCDS13964.1"	"SOX10"	"chr22"	"SRY (sex determining region Y)-box 10"	"7"	1	0.987	0.0892	0	NA
"7956"	"CCDS6696.1"	"OMD"	"chr9"	"osteomodulin"	"4"	1	0.987	0	0	NA
"7957"	"CCDS14321.1"	"SYP"	"chrX"	"synaptophysin"	"6"	1	0.987	NA	0	NA
"7958"	"CCDS2367.1"	"EEF1B2"	"chr2"	"eukaryotic translation elongation factor 1 beta 2"	"6"	1	0.987	0	0	NA
"7959"	"CCDS1225.1"	"FCER1G"	"chr1"	"\Fc fragment of IgE, high affinity I, receptor for; gamma polypeptide\"	"7"	1	0.987	0	0	NA
"7960"	"CCDS13266.1"	"RBM39"	"chr20"	"RNA binding motif protein 39"	"6"	1	0.987	0	0	NA
"7961"	"CCDS8333.1"	"GRIA4"	"chr11"	"\glutamate receptor, ionotrophic, AMPA 4\"	"7"	1	0.987	0	0	NA
"7962"	"CCDS7507.1"	"LZTS2"	"chr10"	"\leucine zipper, putative tumor suppressor 2\"	"6"	1	0.987	0.0116	0	NA
"7963"	"CCDS9245.1"	"CDK2AP1"	"chr12"	"CDK2-associated protein 1"	"7"	1	0.987	0.226	0	NA
"7964"	"CCDS8853.1"	"PFDN5"	"chr12"	"prefoldin subunit 5"	"7"	1	0.987	0.0658	0	NA
"7965"	"CCDS6360.1"	"GSDMC"	"chr8"	"gasdermin C"	"6"	1	0.987	0.114	0	NA
"7966"	"CCDS5595.1"	"GNAI1"	"chr7"	"\guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 1\"	"7"	1	0.987	0.111	0	NA
"7967"	"CCDS6594.1"	"HINT2"	"chr9"	"histidine triad nucleotide binding protein 2"	"6"	1	0.987	0.0578	0	NA
"7968"	"CCDS10192.2"	"CSNK1G1"	"chr15"	"\casein kinase 1, gamma 1\"	"7"	1	0.987	0.347	0	NA
"7969"	"CCDS1604.1"	"GGPS1"	"chr1"	"geranylgeranyl diphosphate synthase 1"	"3"	1	0.987	0.213	0	NA
"7970"	"CCDS9097.1"	"HCFC2"	"chr12"	"host cell factor C2"	"6"	1	0.987	0.0535	0	NA
"7971"	"CCDS32045.1"	"SALL2"	"chr14"	"sal-like 2 (Drosophila)"	"7"	1	0.987	0.0331	0	NA
"7972"	"CCDS11743.1"	"PRPSAP1"	"chr17"	"phosphoribosyl pyrophosphate synthetase-associated protein 1"	"6"	1	0.987	0.00983	0	NA
"7973"	"CCDS7148.1"	"MYO3A"	"chr10"	"myosin IIIA"	"4"	1	0.987	0.00252	0	NA
"7974"	"CCDS8834.1"	"KRT73"	"chr12"	"keratin 73"	"7"	1	0.987	0.0941	0	NA
"7975"	"CCDS9394.1"	"KIAA1704"	"chr13"	"KIAA1704"	"5"	1	0.987	0.0027	0	NA
"7976"	"CCDS995.1"	"SELENBP1"	"chr1"	"selenium binding protein 1"	"7"	1	0.987	0.185	0	NA
